"id", "closed_at", "created_at", "state", "url"
2670, 2016-04-15 04:07:16, 2016-04-14 12:10:46, closed, https://api.github.com/repos/vuejs/vue/issues/2670
2687, 2016-04-18 17:20:53, 2016-04-18 10:00:33, closed, https://api.github.com/repos/vuejs/vue/issues/2687
2707, 2016-04-23 11:21:24, 2016-04-22 12:04:37, closed, https://api.github.com/repos/vuejs/vue/issues/2707
2821, 2016-05-10 18:26:04, 2016-05-09 13:24:16, closed, https://api.github.com/repos/vuejs/vue/issues/2821
2831, 2016-05-10 19:36:25, 2016-05-09 23:39:41, closed, https://api.github.com/repos/vuejs/vue/issues/2831
2837, 2016-05-10 17:02:58, 2016-05-10 08:46:39, closed, https://api.github.com/repos/vuejs/vue/issues/2837
2852, 2016-05-11 21:43:47, 2016-05-11 21:01:40, closed, https://api.github.com/repos/vuejs/vue/issues/2852
2888, 2016-05-17 15:43:38, 2016-05-17 15:14:39, closed, https://api.github.com/repos/vuejs/vue/issues/2888
2972, 2016-06-04 14:21:43, 2016-05-30 12:49:00, closed, https://api.github.com/repos/vuejs/vue/issues/2972
2988, 2016-06-02 17:45:02, 2016-05-31 23:42:11, closed, https://api.github.com/repos/vuejs/vue/issues/2988
3022, 2016-06-06 06:59:01, 2016-06-02 23:53:51, closed, https://api.github.com/repos/vuejs/vue/issues/3022
3029, 2016-06-14 19:32:07, 2016-06-03 12:17:33, closed, https://api.github.com/repos/vuejs/vue/issues/3029
3062, 2016-06-16 22:16:35, 2016-06-12 15:01:50, closed, https://api.github.com/repos/vuejs/vue/issues/3062
